iter	MultiClass
437	0.01375058125
438	0.01368840645
439	0.0136556319
440	0.013639221
441	0.0136037762
442	0.01357961141
443	0.01356757522
444	0.0135405718
445	0.01352416858
446	0.01351637434
447	0.0134892161
448	0.01346169983
449	0.01344249556
450	0.01341944254
451	0.01339434561
452	0.01337607783
453	0.01335707268
454	0.01333914678
455	0.01329750901
456	0.01325109025
457	0.01320017489
458	0.01316220634
459	0.01314418618
460	0.01313228452
461	0.01311692802
462	0.01310082903
463	0.01308916859
464	0.01306632091
465	0.01304196777
466	0.01303248218
467	0.01300328408
468	0.01298931931
469	0.01295382611
470	0.01291811627
471	0.01287886944
472	0.01283427959
473	0.01278285519
474	0.01276515183
475	0.01275781518
476	0.01274483302
477	0.01273043894
478	0.01271973484
479	0.01269299678
480	0.01267439241
481	0.01265745266
482	0.01263378328
483	0.01261077605
484	0.01258425428
485	0.01255568916
486	0.01254068225
487	0.01251558718
488	0.0124921585
489	0.01246849149
490	0.01243562992
491	0.01241868157
492	0.01240822371
493	0.01238861421
494	0.01233440337
495	0.01228729998
496	0.01226202296
497	0.01222340131
498	0.01219364337
499	0.01214536787
500	0.01211993604
501	0.01207908019
502	0.01202687352
503	0.01200957067
504	0.01199981093
505	0.01197722955
506	0.01197183373
507	0.01194861521
508	0.01191184498
509	0.01187548111
510	0.01186972888
511	0.01185774682
512	0.01184252006
513	0.0118237718
514	0.01181220443
515	0.01178936716
516	0.01175236676
517	0.01170585369
518	0.01167639555
519	0.01165994713
520	0.01164396525
521	0.01162702616
522	0.01160496339
523	0.01156934212
524	0.01155769935
525	0.01154177235
526	0.01151826555
527	0.01150435354
528	0.01149713933
529	0.01148499064
530	0.01147588354
531	0.01146678487
532	0.01145507381
533	0.01144785054
534	0.01143501654
535	0.01142002425
536	0.01140518605
537	0.01139353951
538	0.01138231167
539	0.01136171309
540	0.01133577167
541	0.0113184167
542	0.01131275697
543	0.01129756157
544	0.01128406732
545	0.01125798659
546	0.01124285206
547	0.01121842243
548	0.01118983627
549	0.01117582723
550	0.01115703812
551	0.01114435618
552	0.01113034964
553	0.01112261495
554	0.01110070776
555	0.01108075843
556	0.01105022402
557	0.01103010643
558	0.01100157805
559	0.01099625988
560	0.01097696083
561	0.01096653482
562	0.01096093483
563	0.01092791586
564	0.01091620477
565	0.01090949867
566	0.01089943094
567	0.01089499646
568	0.01086728871
569	0.01084339884
570	0.01082567225
571	0.01081091408
572	0.01080170507
573	0.01078434577
574	0.01076647751
575	0.01074216267
576	0.01073330736
577	0.0107289554
578	0.01070484129
579	0.01069692712
580	0.01065959661
581	0.01064959082
582	0.01063500597
583	0.01062001096
584	0.01060576683
585	0.01059475935
586	0.01057087767
587	0.01056182457
588	0.01054966223
589	0.01053710726
590	0.01052512432
591	0.01051114604
592	0.01048917967
593	0.01046761428
594	0.01044021448
595	0.01041555483
596	0.01040844644
597	0.01039968858
598	0.01038466858
599	0.01036812391
600	0.01036076029
601	0.01034563916
602	0.01033411844
603	0.01032103826
604	0.01031479252
605	0.01029004967
606	0.01027268864
607	0.01025729749
608	0.01024241672
609	0.01023202566
610	0.01021661636
611	0.01020480005
612	0.01019444234
613	0.01017226211
614	0.01012961617
615	0.01012355557
616	0.01011419693
617	0.01009493668
618	0.01008021676
619	0.01005952635
620	0.01004422678
621	0.0100284551
622	0.01001666839
623	0.01000574775
624	0.009991636396
625	0.009972127469
626	0.009959055057
627	0.00994939158
628	0.009926380773
629	0.009912804235
630	0.009898423786
631	0.009874445467
632	0.009862602428
633	0.009837678296
634	0.009827472234
635	0.009815009383
636	0.009798915664
637	0.009788005745
638	0.009765992815
639	0.009756948463
640	0.009747747191
641	0.009713735074
642	0.009709894734
643	0.009699267666
644	0.009682754245
645	0.00967175057
646	0.009646654728
647	0.009639461593
648	0.009624318191
649	0.00961548694
650	0.009583194169
651	0.009579423516
652	0.009571749628
653	0.009557701598
654	0.009531585953
655	0.009511426905
656	0.00949306377
657	0.00946077991
658	0.009444462024
659	0.009441444309
660	0.009435803382
661	0.009417574985
662	0.009396346564
663	0.009385774107
664	0.009374456468
665	0.009357128812
666	0.009350057701
667	0.009326638647
668	0.009318940948
669	0.009315178239
670	0.009295995932
671	0.009275253738
672	0.009270213797
673	0.009261410796
674	0.009250611122
675	0.009242787468
676	0.009220853532
677	0.009201252402
678	0.00919133197
679	0.009181088888
680	0.0091589381
681	0.009147955021
682	0.009138935983
683	0.009115124859
684	0.009100317962
685	0.00908979822
686	0.00907153322
687	0.009060895639
688	0.009037259644
689	0.009021403556
690	0.009017875948
691	0.009009175489
692	0.009001588277
693	0.008997531822
694	0.008991736936
695	0.008983015978
696	0.00897500563
697	0.008963977076
698	0.008951518905
699	0.008945656196
700	0.008939750427
701	0.008929647673
702	0.008917983825
703	0.008908552039
704	0.008905106012
705	0.00888455812
706	0.008876276003
707	0.008863093372
708	0.008854668674
709	0.008841525763
710	0.008831793498
711	0.00882481262
712	0.008820423034
713	0.008801578567
714	0.00879877483
715	0.008779113041
716	0.008767961239
717	0.008762307693
718	0.008742574135
719	0.008727743949
720	0.008713442381
721	0.008707588764
722	0.008701944713
723	0.008689282202
724	0.008682127981
725	0.008672798414
726	0.008665953383
727	0.008654515117
728	0.008643241748
729	0.008635174755
730	0.008627454183
731	0.008608116572
732	0.008596779679
733	0.008588079284
734	0.008578988641
735	0.008564507243
736	0.008555722071
737	0.008538951233
738	0.008536214179
739	0.008530583703
740	0.008509973549
741	0.008493305624
742	0.008481881306
743	0.008473112063
744	0.008458970359
745	0.008445196182
746	0.008426542192
747	0.008414154933
748	0.008406621439
749	0.008395417807
750	0.00838529915
751	0.008376253979
752	0.008365416493
753	0.008362006067
754	0.008343894713
755	0.008341037988
756	0.008336568517
757	0.008333096028
758	0.008327495141
759	0.008316011841
760	0.008295809969
761	0.008292474425
762	0.008271757952
763	0.008250814075
764	0.008245459597
765	0.00823602516
766	0.008229261274
767	0.008218853252
768	0.00821253205
769	0.008195511956
770	0.008177624781
771	0.008169691583
772	0.008157955107
773	0.008150513659
774	0.008145099244
775	0.008135603527
776	0.00812867886
777	0.008112863229
778	0.008106777009
779	0.00810270104
780	0.008095587844
781	0.008082683954
782	0.008078860828
783	0.008065449634
784	0.008060199847
785	0.008053633903
786	0.008044470826
787	0.008035275524
788	0.008024089268
789	0.008009946427
790	0.007993599274
791	0.007982137885
792	0.007977400138
793	0.007971233213
794	0.007957782008
795	0.007949396333
796	0.007945675243
797	0.007942103673
798	0.007930591379
799	0.007928052521
800	0.007918593714
801	0.007901784628
802	0.007897859259
803	0.0078927025
804	0.007883311209
805	0.007879079164
806	0.007873041741
807	0.007866175889
808	0.007856399646
809	0.007852760332
810	0.007844157012
811	0.007835059816
812	0.007823157239
813	0.007811542768
814	0.007790902195
815	0.007788814297
816	0.00778459459
817	0.007775625761
818	0.007773693514
819	0.007760580891
820	0.00774157306
821	0.007734845769
822	0.007724485088
823	0.007721996909
824	0.007715391934
825	0.007703238116
826	0.007694251645
827	0.007689112801
828	0.007674105144
829	0.007668533794
830	0.007665723941
831	0.007663591431
832	0.007654853243
833	0.007647347549
834	0.007632835861
835	0.00762253329
836	0.007616370684
837	0.007611582818
838	0.007603444832
839	0.007593612723
840	0.007591533434
841	0.0075850249
842	0.007577843165
843	0.007572832931
844	0.007562670882
845	0.007560532066
846	0.007545944254
847	0.007540880869
848	0.007536374142
849	0.007530403607
850	0.00752274304
851	0.007511771983
852	0.007506170732
853	0.007485894924
854	0.007479646527
855	0.007475635543
856	0.007471156325
857	0.007469056136
858	0.007447073738
859	0.007437892732
860	0.007428628973
861	0.007424141047
862	0.007421201605
863	0.007409787687
864	0.007398322099
865	0.007394000012
866	0.007385185854
867	0.007378703082
868	0.007362840337
869	0.007356374103
870	0.007343569706
871	0.007327792807
872	0.007317074604
873	0.007306868423
874	0.007296759843
875	0.007285196716
876	0.007265137556
877	0.007247285034
878	0.007233686361
879	0.007216995964
880	0.007209021428
881	0.007204511778
882	0.007201504634
883	0.007185934259
884	0.00717343104
885	0.007169313107
886	0.00715960062
887	0.007151124978
888	0.007150445076
889	0.007145919883
890	0.007144164487
891	0.007127275324
892	0.007122489252
893	0.007104710189
894	0.007096737135
895	0.007084424098
896	0.007075172283
897	0.007062924245
898	0.007059862871
899	0.007052020055
900	0.007042961698
901	0.007029783665
902	0.007024390937
903	0.007016534958
904	0.007009262273
905	0.007001257898
906	0.006995962526
907	0.006990582752
908	0.006985893271
909	0.006973856864
910	0.006965108159
911	0.006960844982
912	0.006955317386
913	0.006949174328
914	0.006937641403
915	0.006934018667
916	0.006926113722
917	0.0069229315
918	0.006919133843
919	0.006907963635
920	0.006905143555
921	0.006901523194
922	0.006891166327
923	0.006889267623
924	0.006887849738
925	0.006878561187
926	0.00687041943
927	0.006864242987
928	0.00686242225
929	0.006849746963
930	0.006839731853
931	0.006834966656
932	0.006831057423
933	0.006826527002
934	0.006819461469
935	0.006813724976
936	0.006805947296
937	0.006804152323
938	0.006802165938
939	0.006801267179
940	0.006793986203
941	0.006791325653
942	0.006784144376
943	0.00677390787
944	0.006766794656
945	0.006756974773
946	0.006754734657
947	0.006751064516
948	0.006744419076
949	0.006735139031
950	0.006722609398
951	0.006716746809
952	0.006712370263
953	0.006703164002
954	0.006694184489
955	0.006686026342
956	0.006677337722
957	0.006674288388
958	0.006672683126
959	0.00666803387
960	0.006665136132
961	0.006660186673
962	0.006652981882
963	0.006650162531
964	0.006647760998
965	0.006635725702
966	0.006632598056
967	0.006627271938
968	0.006623224591
969	0.006620257247
970	0.006614164512
971	0.006606496288
972	0.006604929825
973	0.006590228131
974	0.006573774912
975	0.006570504832
976	0.00656074883
977	0.006557159582
978	0.006549686529
979	0.006542136007
980	0.006538324363
981	0.006529263609
982	0.006528003613
983	0.006523024773
984	0.006514575676
985	0.006504769087
986	0.006500675878
987	0.006499524735
988	0.006492480393
989	0.006483940717
990	0.006480012943
991	0.006471117554
992	0.006469476366
993	0.006459937149
994	0.006456393921
995	0.006455150964
996	0.006450285256
997	0.006440290304
998	0.006436270824
999	0.006427028921
